c1,c2,c3,c4,c5,err,k1,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k2,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k3,k30,k31,k4,k5,k6,k7,k8,k9,n_real,n_solutions,ok,trial
0.6570598168190771,0.6242436548503267,-0.39932876516957494,-0.5115159067615784,0.5439088712379099,InexactError: AbstractFloat(-k₁),-0.8017205972427264,-0.213621640156465,-0.6445347457004544,0.6883134838658176,0.6445940135993311,0.9588430511296213,0.9639166452610861,0.9658402830898241,0.047448382731298366,0.16159329199966566,-0.7484786294027428,0.40395942777590843,-0.7005537223252998,0.6964508774367215,0.25394094814975965,0.9321056731034072,0.731021902536861,0.6505264597978924,-0.49695079860003455,-0.0877932197720046,0.7990079998454616,0.31314070969009844,0.006523571683711982,-0.4666416445246728,-0.537130098681013,0.7516824106140798,0.9069308237489753,0.01562114211214194,0.5795023271248807,-0.8574917347779842,-0.7232438420556555,0,0,false,1
-0.3037553425165753,-0.2123901682062006,-0.631490905156812,0.007204390897855628,0.08697725467177264,InexactError: AbstractFloat(-k₁),0.6852436740963235,0.2999738018272451,-0.7366586501554027,-0.753622456047975,-0.6136138594068341,0.8570058164454983,-0.24282868232163413,-0.4803010408747155,0.43357345948533776,-0.9782025204699138,0.695571853602384,0.6352378030785943,-0.29278000885774347,0.9716916331709786,0.47314271103009453,-0.9601592029579797,0.41447118686080975,-0.14268552630750042,0.25191133858172954,-0.7472723391120342,0.8940214933549688,0.5895830910506326,0.7502956372619698,0.5670830583998199,0.3282886834290921,0.7444243295071709,-0.05845687888338258,-0.085042440110779,-0.21360636242709896,0.9010259756594712,0.5671505244716415,0,0,false,2
-0.8577697939954687,0.8556068782676665,-0.3085266224874488,0.5306824068003304,-0.33842846200434407,InexactError: AbstractFloat(-k₁),-0.5744971000061243,-0.2731369500521921,0.8878172504863979,-0.609941987744099,-0.4184819844152483,-0.10910744449843612,-0.5210521658194307,-0.8428032071353777,0.5603522222208506,-0.45038734357870824,0.6974739215955355,0.7684975952024953,0.23361856277423998,-0.886685381746922,-0.6875487339024073,-0.2618465542428998,0.4015195530184257,0.5887802942418197,-0.07035490859376647,0.37181446612850166,0.7339768576620047,0.9356358933793736,0.6387205180814401,0.12469074292990845,0.3489277513338216,-0.2983136317336279,-0.6428378493843545,-0.9379535600219571,-0.8464493403783604,-0.5697057658015257,-0.9453592274820566,0,0,false,3
-0.5077379324230913,0.1978421590132622,0.841662226492963,-0.8383160933724283,-0.11182602799138497,InexactError: AbstractFloat(-k₁),0.2454471067368167,0.48641840749685095,0.8448214384424011,0.5700084124280074,0.2267639249208977,0.4509877321023894,-0.5295988137377621,-0.577606523299405,-0.6408380466776475,-0.7663408099234554,-0.9778997866298682,-0.3737854836653298,0.2659159489392642,0.24616144285150376,0.6745327601917981,-0.49136924688481587,-0.3148035839539145,0.3817502477006425,-0.05954876176971924,0.40142849178204676,0.24090085682739648,-0.37371728272770666,-0.7433887923046076,-0.24485315303100474,0.3365246737295493,-0.7965379865226847,-0.8421766587739059,-0.7021800254842154,0.3688015109455196,0.6524749314505849,0.5002798823789454,0,0,false,4
-0.34588615431181324,0.03720413344274043,0.6044601826951497,0.6934402181462813,-0.3194415186439379,InexactError: AbstractFloat(-k₁),-0.0682782403937634,-0.05809572872067559,-0.6541256956128221,-0.5909209077926056,0.4639944419293971,0.12121305329330845,0.66371915903194,0.2050462696005413,0.6842625353531062,-0.7512320216387272,0.937424071701269,0.5334123559670849,-0.03935104698669534,-0.9167147400148634,0.5233104593870412,-0.32974542806143736,-0.9102953463435268,-0.1651604317460018,0.1288696398635909,-0.8159224526066469,-0.7243924092273248,-0.8053247015370357,-0.7010335948886501,0.2590803252881577,-0.00539730914099712,0.33377143484590466,0.7605615925737594,0.42360745629431307,-0.4870376739037243,-0.22957472243905386,-0.9444017975646322,0,0,false,5
0.28597601793763516,-0.10203380762105585,-0.21561840561671586,-0.6298949624332062,-0.7014029939782502,InexactError: AbstractFloat(-k₁),0.19783652056575773,-0.9163236545050424,-0.9710723713495621,-0.1549202810439101,0.07632700192830022,0.5300234081417927,-0.4451522168519042,0.20403675071603056,-0.6037307416854358,0.8121014730367535,-0.37795317157299335,-0.5631910909112956,-0.5782953946958611,0.20807202360334864,-0.7399219312801231,0.8721234440501746,-0.3219327596130359,0.7228878908050045,-0.5182148879762347,-0.6408199533567278,-0.03890229615131968,-0.18494066871108217,0.6491204487337217,0.8166509200750922,0.5208165271727134,-0.9614920911836924,-0.24475142992091303,0.8995784308833166,-0.8414379522123441,-0.2688736899770632,-0.08154480373798023,0,0,false,6
0.5005159545528661,0.20209568632949404,0.6401491832195885,-0.6575930537820476,0.9841413755515669,InexactError: AbstractFloat(-k₁),-0.9231510420781879,-0.4590986255983953,-0.29277476240062494,-0.9143739651268188,-0.1478509997730053,-0.09398051637406235,-0.26167686363170306,0.8938601326014775,-0.6735116349802697,-0.23499226347549484,-0.8828475827974085,0.7596498385513359,-0.23113744857045004,0.016406114419673656,0.3822722310401616,-0.6658379207158291,-0.6153555110806281,0.536553855379772,0.0021489561421361714,0.2676216956052908,-0.027072227077385325,-0.3813038016641781,0.43109857482431746,0.37297287043611727,-0.8380967219625512,-0.06454695202494332,0.08539940142992686,-0.6409379575593608,-0.026165853040421627,0.44564704682801404,-0.2798683252349048,0,0,false,7
0.7021499385293191,-0.4622736486145347,0.6095934705257364,0.8624549884544739,0.461165385847222,InexactError: AbstractFloat(-k₁),0.29808468777259467,0.9928391991798695,0.5154798511537422,0.6265573365826005,0.6165412254801415,0.02732192932597277,0.17536939955602815,-0.8236338983967597,0.410447328477193,0.9483227376030814,0.6519291371541356,0.7013505554382937,-0.8348062888583092,-0.9116854280630959,-0.1458821238613841,-0.9416093417891367,-0.23785491259816993,0.5622862601479897,0.7700792127566984,0.5425572134231245,0.006396786773288365,-0.40665785095001317,-0.8647298499654226,0.5563519587575945,-0.7616736996901219,0.9816622271990836,-0.1383813758777146,0.4629078268168967,0.9327801234178725,0.9546280636963864,0.8835710806296895,0,0,false,8
0.7809161275170529,0.41076841483231075,0.16377700906153958,-0.005001397609635472,0.05236310578525316,InexactError: AbstractFloat(-k₁),0.21036239179295535,0.28664653245134986,-0.9687183953647045,0.5194004660726219,-0.6222267308167186,0.44221878639672596,0.921221893754328,-0.21660431751029519,0.5553739110436196,-0.6538337328026311,0.7451570417880617,-0.9716027230135622,0.5704262989351023,0.30131705256605734,-0.910232619308581,-0.6797178110343665,-0.8764261745983015,0.43154153205118995,-0.8417530302185323,0.1501019370310832,0.6791834123988121,0.10149453080441084,-0.404927342847631,0.5314615567797363,0.11282154575506453,0.09390463908247648,-0.9994193020640596,0.7048898471519038,0.3887097083289097,0.5886148218759528,-0.339695869209935,0,0,false,9
0.45490427212074547,0.024700531052148644,0.32784241422162586,0.624084746661727,-0.9360039218609928,InexactError: AbstractFloat(-k₁),0.1101885377735421,0.09193173736638949,0.3931057743833679,-0.36144262242744185,0.6384883411826583,-0.10319878313622155,-0.6815390119221871,0.1544570684902271,0.5990935708032072,0.4684776885884192,-0.7586404422732,-0.8927998026144932,-0.12800930429011226,-0.3085369305383474,0.9887780331525002,0.6780936725300735,0.00010691012326491389,-0.23896862462600144,0.2991136444241733,0.15185229618250817,-0.8013927896000146,0.10018453451011355,0.35492725588348106,-0.17405920194204283,-0.2950129742883201,0.036905889178842965,-0.9403666149531573,0.40377354333089466,-0.4638720035243389,-0.8846542349810465,0.639862264773932,0,0,false,10
