Etot,Ftot,Stot,err,kcat_0,kcat_1,kcat_2,koff_0,koff_1,koff_2,kon_0,kon_1,kon_2,n_pos,n_real,n_solutions,nu_0,nu_1,nu_2,ok,trial
0.9588430511296213,0.9639166452610861,0.6445940135993311,,0.006523571683711982,0.01562114211214194,-0.7232438420556555,0.40395942777590843,0.9069308237489753,-0.8574917347779842,-0.8017205972427264,0.7516824106140798,0.5795023271248807,0,2,4,-0.213621640156465,-0.6445347457004544,0.6883134838658176,true,1
0.31314070969009844,-0.4666416445246728,0.7990079998454616,,0.16159329199966566,0.6964508774367215,0.731021902536861,0.047448382731298366,-0.7005537223252998,0.9321056731034072,0.9658402830898241,-0.7484786294027428,0.25394094814975965,0,4,4,0.6505264597978924,-0.49695079860003455,-0.0877932197720046,true,2
0.9010259756594712,0.5671505244716415,-0.21360636242709896,,0.6242436548503267,0.5439088712379099,0.7502956372619698,0.6570598168190771,-0.5115159067615784,0.6352378030785943,-0.537130098681013,-0.39932876516957494,0.6852436740963235,0,2,4,0.7444243295071709,-0.05845687888338258,-0.085042440110779,true,3
-0.9601592029579797,0.41447118686080975,0.47314271103009453,,-0.753622456047975,-0.24282868232163413,-0.9782025204699138,-0.7366586501554027,0.8570058164454983,0.43357345948533776,0.2999738018272451,-0.6136138594068341,-0.4803010408747155,0,2,4,0.695571853602384,-0.29278000885774347,0.9716916331709786,true,4
0.7684975952024953,0.6387205180814401,-0.5744971000061243,,-0.7472723391120342,0.5670830583998199,-0.2123901682062006,0.25191133858172954,0.5895830910506326,-0.3037553425165753,-0.14268552630750042,0.8940214933549688,0.3282886834290921,0,2,4,-0.631490905156812,0.007204390897855628,0.08697725467177264,true,5
0.5603522222208506,-0.45038734357870824,-0.8428032071353777,,-0.9379535600219571,-0.9453592274820566,-0.609941987744099,-0.6428378493843545,-0.5697057658015257,0.8878172504863979,-0.2983136317336279,-0.8464493403783604,-0.2731369500521921,0,2,4,-0.4184819844152483,-0.10910744449843612,-0.5210521658194307,true,6
-0.8577697939954687,0.8556068782676665,0.3489277513338216,,-0.886685381746922,0.4015195530184257,0.37181446612850166,0.23361856277423998,-0.2618465542428998,-0.07035490859376647,0.6974739215955355,-0.6875487339024073,0.5887802942418197,0,2,4,0.7339768576620047,0.9356358933793736,0.12469074292990845,true,7
0.8448214384424011,0.5700084124280074,0.48641840749685095,,-0.33842846200434407,-0.7433887923046076,-0.7021800254842154,0.5306824068003304,-0.3737854836653298,-0.8421766587739059,-0.3085266224874488,0.2454471067368167,-0.7965379865226847,0,0,4,0.3688015109455196,0.6524749314505849,0.5002798823789454,true,8
-0.05954876176971924,0.40142849178204676,0.3817502477006425,,-0.5295988137377621,-0.7663408099234554,0.24616144285150376,0.4509877321023894,-0.6408380466776475,0.2659159489392642,0.2267639249208977,-0.577606523299405,-0.9778997866298682,0,0,4,0.6745327601917981,-0.49136924688481587,-0.3148035839539145,true,9
0.7605615925737594,0.42360745629431307,0.33377143484590466,,-0.24485315303100474,0.1978421590132622,-0.11182602799138497,-0.37371728272770666,-0.5077379324230913,-0.8383160933724283,0.24090085682739648,0.3365246737295493,0.841662226492963,0,2,4,-0.0682782403937634,0.5334123559670849,-0.7010335948886501,true,10
-0.03935104698669534,-0.9167147400148634,0.937424071701269,,-0.9444017975646322,-0.5909209077926056,0.66371915903194,-0.22957472243905386,-0.6541256956128221,0.12121305329330845,-0.4870376739037243,-0.05809572872067559,0.4639944419293971,0,2,4,0.2050462696005413,0.6842625353531062,-0.7512320216387272,true,11
0.6934402181462813,-0.3194415186439379,0.6044601826951497,,-0.9102953463435268,-0.8159224526066469,0.2590803252881577,-0.32974542806143736,0.1288696398635909,-0.8053247015370357,0.5233104593870412,-0.1651604317460018,-0.7243924092273248,0,2,4,-0.00539730914099712,-0.34588615431181324,0.03720413344274043,true,12
0.5300234081417927,-0.4451522168519042,0.07632700192830022,,0.6491204487337217,0.8995784308833166,-0.08154480373798023,-0.5631910909112956,-0.24475142992091303,-0.2688736899770632,0.19783652056575773,-0.9614920911836924,-0.8414379522123441,0,2,4,-0.9163236545050424,-0.9710723713495621,-0.1549202810439101,true,13
-0.18494066871108217,0.8166509200750922,-0.03890229615131968,,0.8121014730367535,0.20807202360334864,-0.3219327596130359,-0.6037307416854358,-0.5782953946958611,0.8721234440501746,0.20403675071603056,-0.37795317157299335,-0.7399219312801231,0,2,4,0.7228878908050045,-0.5182148879762347,-0.6408199533567278,true,14
0.44564704682801404,-0.2798683252349048,-0.026165853040421627,,-0.10203380762105585,-0.7014029939782502,0.43109857482431746,0.28597601793763516,-0.6298949624332062,0.7596498385513359,0.5208165271727134,-0.21561840561671586,-0.9231510420781879,0,4,4,-0.06454695202494332,0.08539940142992686,-0.6409379575593608,true,15
-0.6658379207158291,-0.6153555110806281,0.3822722310401616,,-0.9143739651268188,-0.26167686363170306,-0.23499226347549484,-0.29277476240062494,-0.09398051637406235,-0.6735116349802697,-0.4590986255983953,-0.1478509997730053,0.8938601326014775,0,2,4,-0.8828475827974085,-0.23113744857045004,0.016406114419673656,true,16
0.7013505554382937,-0.8647298499654226,0.29808468777259467,,0.2676216956052908,0.37297287043611727,0.20209568632949404,0.0021489561421361714,-0.3813038016641781,0.5005159545528661,0.536553855379772,-0.027072227077385325,-0.8380967219625512,0,4,4,0.6401491832195885,-0.6575930537820476,0.9841413755515669,true,17
0.410447328477193,0.9483227376030814,-0.8236338983967597,,0.4629078268168967,0.8835710806296895,0.6265573365826005,-0.1383813758777146,0.9546280636963864,0.5154798511537422,0.9816622271990836,0.9327801234178725,0.9928391991798695,0,2,4,0.6165412254801415,0.02732192932597277,0.17536939955602815,true,18
0.7021499385293191,-0.4622736486145347,-0.7616736996901219,,-0.9116854280630959,-0.23785491259816993,0.5425572134231245,-0.8348062888583092,-0.9416093417891367,0.7700792127566984,0.6519291371541356,-0.1458821238613841,0.5622862601479897,0,2,4,0.006396786773288365,-0.40665785095001317,0.5563519587575945,true,19
-0.9687183953647045,0.5194004660726219,0.28664653245134986,,0.461165385847222,-0.404927342847631,0.7048898471519038,0.8624549884544739,-0.9716027230135622,-0.9994193020640596,0.6095934705257364,0.21036239179295535,0.09390463908247648,0,2,4,0.3887097083289097,0.5886148218759528,-0.339695869209935,true,20
-0.8417530302185323,0.1501019370310832,0.43154153205118995,,0.921221893754328,-0.6538337328026311,0.30131705256605734,0.44221878639672596,0.5553739110436196,0.5704262989351023,-0.6222267308167186,-0.21660431751029519,0.7451570417880617,0,2,4,-0.910232619308581,-0.6797178110343665,-0.8764261745983015,true,21
-0.9403666149531573,0.40377354333089466,0.036905889178842965,,0.5314615567797363,0.41076841483231075,0.05236310578525316,0.10149453080441084,0.7809161275170529,-0.005001397609635472,0.6791834123988121,0.11282154575506453,0.16377700906153958,0,4,4,0.1101885377735421,-0.8927998026144932,0.35492725588348106,true,22
-0.12800930429011226,-0.3085369305383474,-0.7586404422732,,0.639862264773932,-0.36144262242744185,-0.6815390119221871,-0.8846542349810465,0.3931057743833679,-0.10319878313622155,-0.4638720035243389,0.09193173736638949,0.6384883411826583,0,2,4,0.1544570684902271,0.5990935708032072,0.4684776885884192,true,23
0.624084746661727,-0.9360039218609928,0.32784241422162586,,0.00010691012326491389,0.15185229618250817,-0.17405920194204283,0.6780936725300735,0.2991136444241733,0.10018453451011355,0.9887780331525002,-0.23896862462600144,-0.8013927896000146,0,2,4,-0.2950129742883201,0.45490427212074547,0.024700531052148644,true,24
0.36929231510611604,-0.8389171716787724,0.4291425058734495,,0.006821261815154411,-0.7070143429498104,0.7166381510640574,0.8902517567814106,-0.7631896611131386,0.37489908304198805,0.17853216708947217,-0.30159424668078527,-0.4616237110105761,0,2,4,0.911053065534631,0.8931808110542434,-0.2533844910458649,true,25
-0.7049528209100759,-0.7754919853256474,0.6198151500195408,,-0.2948551207039882,-0.08451214014476527,0.3763449001748418,0.5308394946360422,0.7706614787754584,-0.5889640152276345,-0.201514216601145,-0.4776814413407475,-0.5117495460071506,0,2,4,-0.8558793613792703,-0.26611220012604564,0.07111657823791129,true,26
0.21987049899806044,0.4573737557946793,-0.37034805602206156,,-0.8584782255039913,-0.6101822746395524,0.5309173091759551,-0.649107623374567,-0.7703770678442718,-0.5724152515676986,0.8817445304031306,-0.8684963398942811,-0.7535706512729483,0,2,4,0.5931427537501381,0.5747546762506972,-0.8829657338277173,true,27
0.5490633105802383,-0.4983819349179144,0.8243803343192608,,-0.46036347564833324,-0.571990155797061,-0.7291279104972732,-0.5280124733555298,0.2955319659194635,0.4861365721637174,0.7556603761499812,0.11577554599483308,0.5529807150063974,0,2,4,0.9324854307327768,-0.7984854453286445,0.1937481548276203,true,28
-0.8079224593254701,0.8971987478428991,-0.9582943538916529,,0.6714314258988332,0.3375722994350743,0.6956386043222631,-0.4822332152748485,-0.7944503600580615,-0.42050169915384306,-0.9836556021217464,-0.9496107498330653,0.9844656860205578,0,2,4,0.4392252725697947,-0.914318707940466,-0.6466652656968708,true,29
-0.7720243197896179,-0.056583181909399816,0.9254333547037841,,0.6554241982866027,0.06056365581913736,0.7747341082565455,0.6916651725942398,-0.2951013191839329,-0.9072632235018601,0.07624993992762485,-0.3080273506684641,0.2175672874573471,0,2,4,-0.22353642537753737,-0.15666960066699165,0.48008660896193067,true,30
