c1,c2,c3,c4,c5,err,k1,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k2,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k3,k30,k31,k4,k5,k6,k7,k8,k9,n_pos,n_real,n_real_library,n_solutions,ok,trial
0.8285299084095386,0.8121218274251634,0.30033561741521253,0.24424204661921078,0.7719544356189549,"FieldError: type Array has no field `u`, available fields: `ref`, `size`
Stacktrace:
 [1] getproperty
   @ .\Base_compiler.jl:54 [inlined]
 [2] #count_real_solutions#3
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:117 [inlined]
 [3] run_experiment(; N::Int64, seed::Int64, tol_real::Float64, tol_pos::Float64, start_system::Symbol, out_csv::String)
   @ Main C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:184
 [4] top-level scope
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:221
 [5] include(mod::Module, _path::String)
   @ Base .\Base.jl:306
 [6] exec_options(opts::Base.JLOptions)
   @ Base .\client.jl:317
 [7] _start()
   @ Base .\client.jl:550",0.09913970137863681,0.3931891799217675,0.17773262714977278,0.8441567419329088,0.8222970067996656,0.9794215255648107,0.9819583226305431,0.982920141544912,0.5237241913656492,0.5807966459998328,0.1257606852986286,0.7019797138879542,0.1497231388373501,0.8482254387183608,0.6269704740748798,0.9660528365517036,0.8655109512684305,0.8252632298989462,0.2515246006999827,0.4561033901139977,0.8995039999227308,0.6565703548450492,0.503261785841856,0.2666791777376636,0.2314349506594935,0.8758412053070399,0.9534654118744876,0.507810571056071,0.7897511635624404,0.07125413261100788,0.13837807897217225,0,0,0,9,false,1
0.34812232874171234,0.3938049158968997,0.18425454742159397,0.5036021954489278,0.5434886273358863,"FieldError: type Array has no field `u`, available fields: `ref`, `size`
Stacktrace:
 [1] getproperty
   @ .\Base_compiler.jl:54 [inlined]
 [2] #count_real_solutions#3
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:117 [inlined]
 [3] run_experiment(; N::Int64, seed::Int64, tol_real::Float64, tol_pos::Float64, start_system::Symbol, out_csv::String)
   @ Main C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:184
 [4] top-level scope
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:221
 [5] include(mod::Module, _path::String)
   @ Base .\Base.jl:306
 [6] exec_options(opts::Base.JLOptions)
   @ Base .\client.jl:317
 [7] _start()
   @ Base .\client.jl:550",0.8426218370481617,0.6499869009136225,0.13167067492229867,0.12318877197601252,0.19319307029658295,0.9285029082227492,0.37858565883918294,0.25984947956264226,0.7167867297426689,0.010898739765043075,0.847785926801192,0.8176189015392972,0.35360999557112827,0.9858458165854893,0.7365713555150473,0.01992039852101013,0.7072355934304049,0.4286572368462498,0.6259556692908648,0.12636383044398292,0.9470107466774844,0.7947915455253163,0.8751478186309849,0.7835415291999099,0.6641443417145461,0.8722121647535854,0.4707715605583087,0.4574787799446105,0.3931968187864505,0.9505129878297356,0.7835752622358207,0,0,0,9,false,2
0.07111510300226564,0.9278034391338332,0.3457366887562756,0.7653412034001652,0.33078576899782797,"FieldError: type Array has no field `u`, available fields: `ref`, `size`
Stacktrace:
 [1] getproperty
   @ .\Base_compiler.jl:54 [inlined]
 [2] #count_real_solutions#3
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:117 [inlined]
 [3] run_experiment(; N::Int64, seed::Int64, tol_real::Float64, tol_pos::Float64, start_system::Symbol, out_csv::String)
   @ Main C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:184
 [4] top-level scope
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:221
 [5] include(mod::Module, _path::String)
   @ Base .\Base.jl:306
 [6] exec_options(opts::Base.JLOptions)
   @ Base .\client.jl:317
 [7] _start()
   @ Base .\client.jl:550",0.21275144999693785,0.36343152497390396,0.943908625243199,0.1950290061279505,0.29075900779237585,0.44544627775078194,0.23947391709028465,0.07859839643231115,0.7801761111104253,0.2748063282106459,0.8487369607977677,0.8842487976012476,0.61680928138712,0.05665730912653899,0.15622563304879633,0.3690767228785501,0.7007597765092128,0.7943901471209098,0.46482254570311676,0.6859072330642508,0.8669884288310024,0.9678179466896868,0.8193602590407201,0.5623453714649542,0.6744638756669108,0.35084318413318605,0.17858107530782275,0.031023219989021467,0.0767753298108198,0.21514711709923717,0.027320386258971707,0,0,0,9,false,3
0.24613103378845436,0.5989210795066311,0.9208311132464815,0.08084195331378585,0.4440869860043075,"FieldError: type Array has no field `u`, available fields: `ref`, `size`
Stacktrace:
 [1] getproperty
   @ .\Base_compiler.jl:54 [inlined]
 [2] #count_real_solutions#3
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:117 [inlined]
 [3] run_experiment(; N::Int64, seed::Int64, tol_real::Float64, tol_pos::Float64, start_system::Symbol, out_csv::String)
   @ Main C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:184
 [4] top-level scope
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:221
 [5] include(mod::Module, _path::String)
   @ Base .\Base.jl:306
 [6] exec_options(opts::Base.JLOptions)
   @ Base .\client.jl:317
 [7] _start()
   @ Base .\client.jl:550",0.6227235533684083,0.7432092037484255,0.9224107192212005,0.7850042062140037,0.6133819624604488,0.7254938660511947,0.23520059313111896,0.2111967383502975,0.17958097666117623,0.11682959503827228,0.011050106685065897,0.3131072581673351,0.6329579744696321,0.6230807214257519,0.837266380095899,0.25431537655759207,0.34259820802304275,0.6908751238503212,0.4702256191151404,0.7007142458910234,0.6204504284136982,0.31314135863614667,0.12830560384769618,0.37757342348449763,0.6682623368647747,0.10173100673865765,0.07891167061304705,0.14890998725789228,0.6844007554727598,0.8262374657252924,0.7501399411894727,0,0,0,9,false,4
0.3270569228440934,0.5186020667213702,0.8022300913475748,0.8467201090731407,0.34027924067803106,"FieldError: type Array has no field `u`, available fields: `ref`, `size`
Stacktrace:
 [1] getproperty
   @ .\Base_compiler.jl:54 [inlined]
 [2] #count_real_solutions#3
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:117 [inlined]
 [3] run_experiment(; N::Int64, seed::Int64, tol_real::Float64, tol_pos::Float64, start_system::Symbol, out_csv::String)
   @ Main C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:184
 [4] top-level scope
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:221
 [5] include(mod::Module, _path::String)
   @ Base .\Base.jl:306
 [6] exec_options(opts::Base.JLOptions)
   @ Base .\client.jl:317
 [7] _start()
   @ Base .\client.jl:550",0.4658608798031183,0.4709521356396622,0.17293715219358896,0.20453954610369718,0.7319972209646985,0.5606065266466542,0.83185957951597,0.6025231348002706,0.8421312676765531,0.12438398918063642,0.9687120358506345,0.7667061779835425,0.48032447650665233,0.04164262999256829,0.7616552296935206,0.3351272859692813,0.04485232682823659,0.4174197841269991,0.5644348199317955,0.09203877369667657,0.13780379538633758,0.09733764923148214,0.14948320255567493,0.6295401626440789,0.49730134542950144,0.6668857174229523,0.8802807962868797,0.7118037281471565,0.25648116304813784,0.38521263878047307,0.02779910121768392,0,0,0,9,false,5
0.6429880089688176,0.4489830961894721,0.39219079719164207,0.1850525187833969,0.14929850301087488,"FieldError: type Array has no field `u`, available fields: `ref`, `size`
Stacktrace:
 [1] getproperty
   @ .\Base_compiler.jl:54 [inlined]
 [2] #count_real_solutions#3
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:117 [inlined]
 [3] run_experiment(; N::Int64, seed::Int64, tol_real::Float64, tol_pos::Float64, start_system::Symbol, out_csv::String)
   @ Main C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:184
 [4] top-level scope
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:221
 [5] include(mod::Module, _path::String)
   @ Base .\Base.jl:306
 [6] exec_options(opts::Base.JLOptions)
   @ Base .\client.jl:317
 [7] _start()
   @ Base .\client.jl:550",0.5989182602828789,0.04183817274747881,0.014463814325218927,0.42253985947804495,0.5381635009641501,0.7650117040708964,0.2774238915740479,0.6020183753580153,0.19813462915728208,0.9060507365183768,0.3110234142135033,0.2184044545443522,0.21085230265206945,0.6040360118016743,0.13003903435993847,0.9360617220250873,0.33903362019348204,0.8614439454025022,0.24089255601188264,0.1795900233216361,0.48054885192434016,0.4075296656444589,0.8245602243668608,0.9083254600375461,0.7604082635863567,0.019253954408153806,0.3776242850395435,0.9497892154416583,0.07928102389382796,0.3655631550114684,0.4592275981310099,0,0,0,9,false,6
0.7502579772764331,0.601047843164747,0.8200745916097942,0.1712034731089762,0.9920706877757834,"FieldError: type Array has no field `u`, available fields: `ref`, `size`
Stacktrace:
 [1] getproperty
   @ .\Base_compiler.jl:54 [inlined]
 [2] #count_real_solutions#3
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:117 [inlined]
 [3] run_experiment(; N::Int64, seed::Int64, tol_real::Float64, tol_pos::Float64, start_system::Symbol, out_csv::String)
   @ Main C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:184
 [4] top-level scope
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:221
 [5] include(mod::Module, _path::String)
   @ Base .\Base.jl:306
 [6] exec_options(opts::Base.JLOptions)
   @ Base .\client.jl:317
 [7] _start()
   @ Base .\client.jl:550",0.03842447896090606,0.27045068720080234,0.35361261879968753,0.042813017436590606,0.42607450011349735,0.4530097418129688,0.36916156818414847,0.9469300663007387,0.16324418250986517,0.3825038682622526,0.058576208601295754,0.879824919275668,0.384431275714775,0.5082030572098368,0.6911361155200808,0.16708103964208543,0.19232224445968593,0.768276927689886,0.5010744780710681,0.6338108478026454,0.48646388646130734,0.30934809916791095,0.7155492874121587,0.6864864352180586,0.08095163901872438,0.46772652398752834,0.5426997007149634,0.1795310212203196,0.4869170734797892,0.722823523414007,0.3600658373825476,0,0,0,9,false,7
0.8510749692646595,0.26886317569273266,0.8047967352628682,0.9312274942272369,0.730582692923611,"FieldError: type Array has no field `u`, available fields: `ref`, `size`
Stacktrace:
 [1] getproperty
   @ .\Base_compiler.jl:54 [inlined]
 [2] #count_real_solutions#3
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:117 [inlined]
 [3] run_experiment(; N::Int64, seed::Int64, tol_real::Float64, tol_pos::Float64, start_system::Symbol, out_csv::String)
   @ Main C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:184
 [4] top-level scope
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:221
 [5] include(mod::Module, _path::String)
   @ Base .\Base.jl:306
 [6] exec_options(opts::Base.JLOptions)
   @ Base .\client.jl:317
 [7] _start()
   @ Base .\client.jl:550",0.6490423438862973,0.9964195995899348,0.7577399255768711,0.8132786682913002,0.8082706127400707,0.5136609646629864,0.5876846997780141,0.08818305080162014,0.7052236642385965,0.9741613688015407,0.8259645685770678,0.8506752777191469,0.0825968555708454,0.04415728596845203,0.42705893806930795,0.029195329105431655,0.38107254370091503,0.7811431300739948,0.8850396063783492,0.7712786067115622,0.5031983933866442,0.2966710745249934,0.06763507501728871,0.7781759793787972,0.11916315015493906,0.9908311135995418,0.4308093120611427,0.7314539134084483,0.9663900617089363,0.9773140318481932,0.9417855403148447,0,0,0,9,false,8
0.8904580637585264,0.7053842074161554,0.5818885045307698,0.49749930119518226,0.5261815528926266,"FieldError: type Array has no field `u`, available fields: `ref`, `size`
Stacktrace:
 [1] getproperty
   @ .\Base_compiler.jl:54 [inlined]
 [2] #count_real_solutions#3
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:117 [inlined]
 [3] run_experiment(; N::Int64, seed::Int64, tol_real::Float64, tol_pos::Float64, start_system::Symbol, out_csv::String)
   @ Main C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:184
 [4] top-level scope
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:221
 [5] include(mod::Module, _path::String)
   @ Base .\Base.jl:306
 [6] exec_options(opts::Base.JLOptions)
   @ Base .\client.jl:317
 [7] _start()
   @ Base .\client.jl:550",0.6051811958964777,0.6433232662256749,0.01564080231764775,0.759700233036311,0.18888663459164068,0.721109393198363,0.960610946877164,0.3916978412448524,0.7776869555218098,0.17308313359868444,0.8725785208940309,0.014198638493218896,0.7852131494675512,0.6506585262830287,0.04488369034570949,0.16014109448281677,0.06178691270084924,0.715770766025595,0.07912348489073384,0.5750509685155416,0.839591706199406,0.5507472654022054,0.2975363285761845,0.7657307783898681,0.5564107728775323,0.5469523195412382,0.0002903489679701998,0.8524449235759519,0.6943548541644549,0.7943074109379764,0.3301520653950325,0,0,0,9,false,9
0.7274521360603727,0.5123502655260743,0.6639212071108129,0.8120423733308635,0.0319980390695036,"FieldError: type Array has no field `u`, available fields: `ref`, `size`
Stacktrace:
 [1] getproperty
   @ .\Base_compiler.jl:54 [inlined]
 [2] #count_real_solutions#3
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:117 [inlined]
 [3] run_experiment(; N::Int64, seed::Int64, tol_real::Float64, tol_pos::Float64, start_system::Symbol, out_csv::String)
   @ Main C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:184
 [4] top-level scope
   @ C:\Users\yyase\Documents\thesis\Learning-Extremal-Mass-Kinematics-Equations\juliasampling3.jl:221
 [5] include(mod::Module, _path::String)
   @ Base .\Base.jl:306
 [6] exec_options(opts::Base.JLOptions)
   @ Base .\client.jl:317
 [7] _start()
   @ Base .\client.jl:550",0.555094268886771,0.5459658686831947,0.696552887191684,0.3192786887862791,0.8192441705913291,0.4484006084318892,0.15923049403890643,0.5772285342451136,0.7995467854016036,0.7342388442942096,0.12067977886339998,0.053600098692753395,0.43599534785494387,0.3457315347308263,0.9943890165762501,0.8390468362650367,0.5000534550616325,0.3805156876869993,0.6495568222120867,0.5759261480912541,0.0993036051999927,0.5500922672550568,0.6774636279417405,0.4129703990289786,0.35249351285583996,0.5184529445894215,0.02981669252342134,0.7018867716654473,0.26806399823783056,0.057672882509476775,0.819931132386966,0,0,0,9,false,10
